"ind"	"control_ind"	"year"	"plot"	"pathogen"	"trait1"	"trait2"	"trait3"
"Coll0119"	0	2017	"87"	"FALSE"	93.04045	7.358203	0
"Coll0119"	0	2017	"88"	"FALSE"	143.52717	7.493294	0
"Coll0120"	0	2017	"89"	"FALSE"	68.17686	7.212322	0
"Coll0120"	0	2017	"90"	"FALSE"	105.15921	6.422283	0
"Coll0121"	0	2017	"91"	"FALSE"	65.716	11.681996	0
"Coll0121"	0	2017	"92"	"FALSE"	80.86751	11.068242	0
"Coll0122"	0	2017	"93"	"FALSE"	109.20496	8.392546	0
"Coll0122"	0	2017	"94"	"FALSE"	105.89931	6.939982	0
"Coll0123"	0	2017	"95"	"FALSE"	90.26865	5.574643	0
"Coll0123"	0	2017	"96"	"FALSE"	101.38783	5.179973	0
"Coll0124"	0	2017	"97"	"FALSE"	133.89495	6.425872	0
"Coll0124"	0	2017	"98"	"FALSE"	158.25407	6.143403	0
"Coll0125"	0	2017	"99"	"FALSE"	121.79201	7.015078	0
"Coll0125"	0	2017	"100"	"FALSE"	123.89621	7.162919	0
"Coll0126"	0	2017	"101"	"FALSE"	111.5396	8.445052	0
"Coll0126"	0	2017	"102"	"FALSE"	113.8397	8.751441	0
"Coll0127"	0	2017	"103"	"FALSE"	123.03652	6.676546	0
"Coll0127"	0	2017	"104"	"FALSE"	131.17007	6.852008	0
"Coll0128"	0	2017	"105"	"FALSE"	100.34378	5.576855	0
"Coll0128"	0	2017	"106"	"FALSE"	100.05018	5.273796	0
"Coll0129"	0	2017	"107"	"FALSE"	94.16531	4.100435	0
"Coll0129"	0	2017	"108"	"FALSE"	130.42324	6.605923	0
"Coll0130"	0	2017	"109"	"FALSE"	79.49228	6.551167	0
"Coll0130"	0	2017	"110"	"FALSE"	92.92363	6.319563	0
"Coll0131"	0	2017	"111"	"FALSE"	84.06899	6.887823	0
"Coll0131"	0	2017	"112"	"FALSE"	122.52045	6.799201	0
"Coll0132"	0	2017	"113"	"FALSE"	92.46483	8.480594	0
"Coll0132"	0	2017	"114"	"FALSE"	80.17731	5.92821	0
"Coll0133"	0	2017	"115"	"FALSE"	90.86752	4.211175	0
"Coll0133"	0	2017	"116"	"FALSE"	106.3748	5.656364	0
"Coll0134"	0	2017	"117"	"FALSE"	76.76706	8.051322	0
"Coll0134"	0	2017	"118"	"FALSE"	108.4388	7.897243	0
"Coll0135"	0	2017	"119"	"FALSE"	85.38734	8.619925	0
"Coll0135"	0	2017	"120"	"FALSE"	86.81525	8.688869	0
"Coll0136"	0	2017	"121"	"FALSE"	96.60977	7.314909	0
"Coll0136"	0	2017	"122"	"FALSE"	84.5923	7.41006	0
"Coll0137"	0	2017	"123"	"FALSE"	83.3633	6.482147	0
"Coll0137"	0	2017	"124"	"FALSE"	92.55614	7.481988	0
"Coll0138"	0	2017	"125"	"FALSE"	119.1354	6.191233	0
"Coll0138"	0	2017	"126"	"FALSE"	109.34783	5.624692	0
"Coll0139"	0	2017	"127"	"FALSE"	125.41605	10.093796	0
"Coll0139"	0	2017	"128"	"FALSE"	103.93722	9.335068	0
"Coll0140"	0	2017	"129"	"FALSE"	119.29386	7.03107	0
"Coll0140"	0	2017	"130"	"FALSE"	115.17956	7.340117	0
"Coll0141"	0	2017	"131"	"FALSE"	118.28179	5.55195	0
"Coll0141"	0	2017	"132"	"FALSE"	113.89386	5.100172	0
"Coll0142"	0	2017	"133"	"FALSE"	107.66674	5.94898	0
"Coll0142"	0	2017	"134"	"FALSE"	102.94291	4.865686	0
"Coll0143"	0	2017	"135"	"FALSE"	124.28564	5.890333	0
"Coll0143"	0	2017	"136"	"FALSE"	117.53182	6.033352	0
"Coll0144"	0	2017	"137"	"FALSE"	75.42117	5.037694	0
"Coll0144"	0	2017	"138"	"FALSE"	89.62111	6.146758	0
"Coll0145"	0	2017	"139"	"FALSE"	110.11971	8.338994	0
"Coll0145"	0	2017	"140"	"FALSE"	93.29077	7.416361	0
"Coll0146"	0	2017	"141"	"FALSE"	69.79773	5.572541	0
"Coll0146"	0	2017	"142"	"FALSE"	112.04066	4.660155	0
"Coll0147"	0	2017	"143"	"FALSE"	104.04852	6.601307	0
"Coll0147"	0	2017	"144"	"FALSE"	114.35772	6.683535	0
"Coll0148"	0	2017	"145"	"FALSE"	103.83196	5.957073	0
"Coll0148"	0	2017	"146"	"FALSE"	83.9925	5.830593	0
"Coll0149"	0	2017	"147"	"FALSE"	98.43497	7.780922	0
"Coll0149"	0	2017	"148"	"FALSE"	85.98929	7.046275	0
"Coll0150"	0	2017	"149"	"FALSE"	93.77253	6.540972	0
"Coll0150"	0	2017	"150"	"FALSE"	99.13621	6.918699	0
"Coll0151"	0	2017	"151"	"FALSE"	103.70049	8.449653	0
"Coll0151"	0	2017	"152"	"FALSE"	114.05418	8.211913	0
"Coll0152"	0	2017	"153"	"FALSE"	94.35833	8.051126	0
"Coll0152"	0	2017	"154"	"FALSE"	91.23039	7.362181	0
"Coll0153"	0	2017	"155"	"FALSE"	97.68252	8.167552	0
"Coll0153"	0	2017	"156"	"FALSE"	89.65239	7.1365	0
"Coll0154"	0	2017	"157"	"FALSE"	156.49001	7.783006	0
"Coll0154"	0	2017	"158"	"FALSE"	111.26577	6.762515	0
"Coll0155"	0	2017	"159"	"FALSE"	74.96107	7.008749	0
"Coll0155"	0	2017	"160"	"FALSE"	95.93718	5.072319	0
"Coll0156"	0	2017	"161"	"FALSE"	76.02895	6.604921	0
"Coll0156"	0	2017	"162"	"FALSE"	79.4211	8.331477	0
"Coll0157"	0	2017	"163"	"FALSE"	92.78247	7.682479	0
"Coll0157"	0	2017	"164"	"FALSE"	112.16374	9.406716	0
"Coll0158"	0	2017	"165"	"FALSE"	113.87561	8.476662	0
"Coll0158"	0	2017	"166"	"FALSE"	96.62638	6.992619	0
"Coll0159"	0	2017	"167"	"FALSE"	88.06471	7.302562	0
"Coll0159"	0	2017	"168"	"FALSE"	104.08915	7.454888	0
"Coll0160"	0	2017	"169"	"FALSE"	108.4473	5.761974	0
"Coll0160"	0	2017	"170"	"FALSE"	99.97932	6.059094	0
"Coll0161"	0	2017	"171"	"FALSE"	110.28439	8.228436	0
"Coll0161"	0	2017	"172"	"FALSE"	85.59385	8.11824	0
"Coll0162"	0	2017	"173"	"FALSE"	80.24417	7.615916	0
"Coll0162"	0	2017	"174"	"FALSE"	80.06146	7.02231	0
"Coll0163"	1	2017	"175"	"FALSE"	121.29087	6.965447	0
"Coll0163"	1	2017	"176"	"FALSE"	133.99178	7.86156	0
"Coll0164"	0	2017	"177"	"FALSE"	104.0298	5.240659	0
"Coll0164"	0	2017	"178"	"FALSE"	106.92043	6.982844	0
"Coll0165"	0	2017	"179"	"FALSE"	107.04353	7.945631	0
"Coll0165"	0	2017	"180"	"FALSE"	105.44786	8.00907	0
"Coll0166"	0	2017	"181"	"FALSE"	101.65033	4.579602	0
"Coll0166"	0	2017	"182"	"FALSE"	100.36905	4.24797	0
"Coll0167"	0	2017	"183"	"FALSE"	88.42808	7.916114	0
"Coll0167"	0	2017	"184"	"FALSE"	121.24583	6.79829	0
"Coll0168"	0	2017	"185"	"FALSE"	99.38334	5.087885	0
"Coll0168"	0	2017	"186"	"FALSE"	79.09659	5.990786	0
"Coll0169"	0	2017	"187"	"FALSE"	104.71614	5.314113	0
"Coll0169"	0	2017	"188"	"FALSE"	104.75324	6.379657	0
"Coll0170"	0	2017	"189"	"FALSE"	99.43419	7.181124	0
"Coll0170"	0	2017	"190"	"FALSE"	124.18029	7.82464	0
"Coll0171"	0	2017	"191"	"FALSE"	117.62304	8.434218	0
"Coll0171"	0	2017	"192"	"FALSE"	104.32864	6.662082	0
"Coll0172"	0	2017	"193"	"FALSE"	98.89747	6.196411	0
"Coll0172"	0	2017	"194"	"FALSE"	100.45024	5.320409	0
"Coll0173"	0	2017	"195"	"FALSE"	130.70258	9.392771	0
"Coll0173"	0	2017	"196"	"FALSE"	119.45431	8.055087	0
"Coll0174"	0	2017	"197"	"FALSE"	106.56069	7.797476	0
"Coll0174"	0	2017	"198"	"FALSE"	84.64924	7.744832	0
"Coll0175"	0	2017	"199"	"FALSE"	122.49775	5.416607	0
"Coll0175"	0	2017	"200"	"FALSE"	91.61629	6.14056	0
"Coll0176"	0	2017	"201"	"FALSE"	91.19156	6.247786	0
"Coll0176"	0	2017	"202"	"FALSE"	96.39097	4.900585	0
"Coll0177"	0	2017	"203"	"FALSE"	116.20607	6.789745	0
"Coll0177"	0	2017	"204"	"FALSE"	101.62836	5.253575	0
"Coll0178"	0	2017	"205"	"FALSE"	112.13979	4.485272	0
"Coll0178"	0	2017	"206"	"FALSE"	126.24	5.416642	0
"Coll0179"	0	2017	"207"	"FALSE"	99.94789	7.167236	0
"Coll0179"	0	2017	"208"	"FALSE"	72.28238	8.104703	0
"Coll0180"	0	2017	"209"	"FALSE"	99.76853	8.732997	0
"Coll0180"	0	2017	"210"	"FALSE"	96.39841	8.570983	0
"Coll0181"	0	2017	"211"	"FALSE"	124.74415	9.373532	0
"Coll0181"	0	2017	"212"	"FALSE"	126.20656	8.46582	0
"Coll0182"	0	2017	"213"	"FALSE"	107.44715	7.826978	0
"Coll0182"	0	2017	"214"	"FALSE"	102.1947	9.048555	0
"Coll0183"	0	2017	"215"	"FALSE"	117.62	6.348661	0
"Coll0183"	0	2017	"216"	"FALSE"	88.70306	6.571998	0
"Coll0184"	0	2017	"217"	"FALSE"	98.10662	5.869159	0
"Coll0184"	0	2017	"218"	"FALSE"	103.96117	4.918366	0
"Coll0185"	0	2017	"219"	"FALSE"	101.8074	9.488641	0
"Coll0185"	0	2017	"220"	"FALSE"	91.16526	8.081882	0
"Coll0186"	0	2017	"221"	"FALSE"	130.12502	8.039696	0
"Coll0186"	0	2017	"222"	"FALSE"	128.02855	7.949535	0
"Coll0187"	0	2017	"223"	"FALSE"	110.54986	6.674432	0
"Coll0187"	0	2017	"224"	"FALSE"	111.81622	6.61299	0
"Coll0188"	0	2017	"225"	"FALSE"	96.89337	4.764898	0
"Coll0188"	0	2017	"226"	"FALSE"	84.43391	5.706985	0
"Coll0189"	0	2017	"227"	"FALSE"	55.51016	8.585699	0
"Coll0189"	0	2017	"228"	"FALSE"	71.09923	7.96478	0
"Coll0190"	0	2017	"229"	"FALSE"	108.33543	5.398559	0
"Coll0190"	0	2017	"230"	"FALSE"	123.06198	5.31685	0
"Coll0191"	0	2017	"231"	"FALSE"	104.78884	8.100848	0
"Coll0191"	0	2017	"232"	"FALSE"	102.26014	7.699769	0
"Coll0192"	0	2017	"233"	"FALSE"	105.37249	8.208097	0
"Coll0192"	0	2017	"234"	"FALSE"	81.35846	8.663237	0
"Coll0193"	0	2017	"235"	"FALSE"	102.30598	8.372203	0
"Coll0193"	0	2017	"236"	"FALSE"	110.72695	8.675688	0
"Coll0194"	0	2017	"237"	"FALSE"	101.20705	5.959939	0
"Coll0194"	0	2017	"238"	"FALSE"	103.111	4.21712	0
"Coll0195"	0	2017	"239"	"FALSE"	146.62823	7.828988	0
"Coll0195"	0	2017	"240"	"FALSE"	118.23184	7.941872	0
"Coll0196"	0	2017	"241"	"FALSE"	85.7976	7.655623	0
"Coll0196"	0	2017	"242"	"FALSE"	108.40918	5.303318	0
"Coll0197"	0	2017	"243"	"FALSE"	125.33201	6.353786	0
"Coll0197"	0	2017	"244"	"FALSE"	125.71073	7.276525	0
"Coll0198"	0	2017	"245"	"FALSE"	109.0071	8.228135	0
"Coll0198"	0	2017	"246"	"FALSE"	79.78407	5.789963	0
"Coll0199"	0	2017	"247"	"FALSE"	95.83187	9.633156	0
"Coll0199"	0	2017	"248"	"FALSE"	90.88284	8.893135	0
"Coll0200"	0	2017	"249"	"FALSE"	118.60595	5.896078	0
"Coll0200"	0	2017	"250"	"FALSE"	116.93815	5.661485	0
"Coll0201"	0	2017	"251"	"FALSE"	90.42225	9.737353	0
"Coll0201"	0	2017	"252"	"FALSE"	109.67306	8.545261	0
"Coll0202"	0	2017	"253"	"FALSE"	126.02364	7.407616	0
"Coll0202"	0	2017	"254"	"FALSE"	118.17771	7.25164	0
"Coll0203"	0	2017	"255"	"FALSE"	106.13931	6.922358	0
"Coll0203"	0	2017	"256"	"FALSE"	133.09379	7.600033	0
"Coll0204"	0	2017	"257"	"FALSE"	113.66972	8.928467	0
"Coll0204"	0	2017	"258"	"FALSE"	117.14502	6.414518	0
"Coll0205"	0	2017	"259"	"FALSE"	98.55566	4.622585	0
"Coll0205"	0	2017	"260"	"FALSE"	61.65822	4.986672	0
"Coll0206"	0	2017	"261"	"FALSE"	108.4492	8.706684	0
"Coll0206"	0	2017	"262"	"FALSE"	108.38726	9.526613	0
"Coll0207"	0	2017	"263"	"FALSE"	127.20857	8.905853	0
"Coll0207"	0	2017	"264"	"FALSE"	118.28281	7.951742	0
"Coll0208"	0	2017	"265"	"FALSE"	102.16265	5.975514	0
"Coll0208"	0	2017	"266"	"FALSE"	108.49614	7.112007	0
"Coll0209"	0	2017	"267"	"FALSE"	97.58328	5.991335	0
"Coll0209"	0	2017	"268"	"FALSE"	81.5203	7.272521	0
"Coll0210"	0	2017	"269"	"FALSE"	143.19835	6.492565	0
"Coll0210"	0	2017	"270"	"FALSE"	119.25194	7.319601	0
"Coll0211"	0	2017	"271"	"FALSE"	96.21171	6.521729	0
"Coll0211"	0	2017	"272"	"FALSE"	121.83081	7.832978	0
"Coll0212"	0	2017	"273"	"FALSE"	84.76591	8.558237	0
"Coll0212"	0	2017	"274"	"FALSE"	67.09945	7.219913	0
"Coll0213"	0	2017	"275"	"FALSE"	89.12816	7.670641	0
"Coll0213"	0	2017	"276"	"FALSE"	106.59313	6.698424	0
"Coll0214"	0	2017	"277"	"FALSE"	121.14328	9.784746	0
"Coll0214"	0	2017	"278"	"FALSE"	71.10072	9.898773	0
"Coll0215"	0	2017	"279"	"FALSE"	118.88441	6.779145	0
"Coll0215"	0	2017	"280"	"FALSE"	94.07609	8.551002	0
"Coll0216"	0	2017	"281"	"FALSE"	97.57889	9.031106	0
"Coll0216"	0	2017	"282"	"FALSE"	97.78664	7.668795	0
"Coll0217"	0	2017	"283"	"FALSE"	134.71556	5.010697	0
"Coll0217"	0	2017	"284"	"FALSE"	119.15494	4.661691	0
"Coll0218"	0	2017	"285"	"FALSE"	117.42964	5.883723	0
"Coll0218"	0	2017	"286"	"FALSE"	89.37847	7.05101	0
"Coll0219"	0	2017	"287"	"FALSE"	117.28015	5.480096	0
"Coll0219"	0	2017	"288"	"FALSE"	83.37084	5.132027	0
"Coll0220"	0	2017	"289"	"FALSE"	110.70067	6.850142	0
"Coll0220"	0	2017	"290"	"FALSE"	131.81109	6.168051	0
"Coll0221"	0	2017	"291"	"FALSE"	83.70623	7.639692	0
"Coll0221"	0	2017	"292"	"FALSE"	127.01656	5.887477	0
"Coll0222"	0	2017	"293"	"FALSE"	90.17928	7.539174	0
"Coll0222"	0	2017	"294"	"FALSE"	89.65823	7.446439	0
"Coll0223"	0	2017	"295"	"FALSE"	40.65204	8.53844	0
"Coll0223"	0	2017	"296"	"FALSE"	69.21702	9.208515	0
"Coll0224"	0	2017	"297"	"FALSE"	116.15681	8.076342	0
"Coll0224"	0	2017	"298"	"FALSE"	94.68473	6.880467	0
"Coll0225"	0	2017	"299"	"FALSE"	75.10034	8.790545	0
"Coll0225"	0	2017	"300"	"FALSE"	104.69348	8.033666	0
"Coll0151"	0	2018	"1"	"FALSE"	106.99544	20.78362	0
"Coll0151"	0	2018	"2"	"FALSE"	104.24834	20.84474	0
"Coll0152"	0	2018	"3"	"FALSE"	81.45369	19.63904	0
"Coll0152"	0	2018	"4"	"FALSE"	85.60909	20.2301	0
"Coll0153"	0	2018	"5"	"FALSE"	132.38466	19.00417	0
"Coll0153"	0	2018	"6"	"FALSE"	118.80911	19.57571	0
"Coll0154"	0	2018	"7"	"FALSE"	136.25719	17.86003	0
"Coll0154"	0	2018	"8"	"FALSE"	117.18304	18.65673	0
"Coll0155"	0	2018	"9"	"FALSE"	96.36108	18.13705	0
"Coll0155"	0	2018	"10"	"FALSE"	80.05258	18.32397	0
"Coll0156"	0	2018	"11"	"FALSE"	81.94034	21.09946	0
"Coll0156"	0	2018	"12"	"FALSE"	57.53806	20.76292	0
"Coll0157"	0	2018	"13"	"FALSE"	70.60996	19.39961	0
"Coll0157"	0	2018	"14"	"FALSE"	73.40402	19.84622	0
"Coll0158"	0	2018	"15"	"FALSE"	92.34185	19.65708	0
"Coll0158"	0	2018	"16"	"FALSE"	134.79828	19.58555	0
"Coll0159"	0	2018	"17"	"FALSE"	92.08923	19.0391	0
"Coll0159"	0	2018	"18"	"FALSE"	69.93586	18.63114	0
"Coll0160"	0	2018	"19"	"FALSE"	128.90398	18.52578	0
"Coll0160"	0	2018	"20"	"FALSE"	119.3401	17.66167	0
"Coll0161"	0	2018	"21"	"FALSE"	106.38959	20.65568	0
"Coll0161"	0	2018	"22"	"FALSE"	82.3883	20.32459	0
"Coll0162"	0	2018	"23"	"FALSE"	87.8535	18.52474	0
"Coll0162"	0	2018	"24"	"FALSE"	95.58147	18.29664	0
"Coll0163"	1	2018	"25"	"FALSE"	81.34091	18.37951	0
"Coll0163"	1	2018	"26"	"FALSE"	114.16178	19.79053	0
"Coll0164"	0	2018	"27"	"FALSE"	108.17951	19.82358	0
"Coll0164"	0	2018	"28"	"FALSE"	94.88842	19.18848	0
"Coll0165"	0	2018	"29"	"FALSE"	109.97664	19.37152	0
"Coll0165"	0	2018	"30"	"FALSE"	112.71983	19.04766	0
"Coll0166"	0	2018	"31"	"FALSE"	97.16163	17.2848	0
"Coll0166"	0	2018	"32"	"FALSE"	116.97434	17.07759	0
"Coll0167"	0	2018	"33"	"FALSE"	122.39591	19.59554	0
"Coll0167"	0	2018	"34"	"FALSE"	119.13102	18.71486	0
"Coll0168"	0	2018	"35"	"FALSE"	110.65556	18.41479	0
"Coll0168"	0	2018	"36"	"FALSE"	114.61801	18.79696	0
"Coll0169"	0	2018	"37"	"FALSE"	104.64218	17.90188	0
"Coll0169"	0	2018	"38"	"FALSE"	96.83875	18.77372	0
"Coll0170"	0	2018	"39"	"FALSE"	71.8544	19.57042	0
"Coll0170"	0	2018	"40"	"FALSE"	109.18932	19.78638	0
"Coll0171"	0	2018	"41"	"FALSE"	132.39656	20.02063	0
"Coll0171"	0	2018	"42"	"FALSE"	121.20434	18.57552	0
"Coll0172"	0	2018	"43"	"FALSE"	114.10535	16.01166	0
"Coll0172"	0	2018	"44"	"FALSE"	97.30173	16.58696	0
"Coll0173"	0	2018	"45"	"FALSE"	118.49828	20.11101	0
"Coll0173"	0	2018	"46"	"FALSE"	111.08753	17.57237	0
"Coll0174"	0	2018	"47"	"FALSE"	120.22925	20.09493	0
"Coll0174"	0	2018	"48"	"FALSE"	107.42141	19.06968	0
"Coll0175"	0	2018	"49"	"FALSE"	113.55617	16.59777	0
"Coll0175"	0	2018	"50"	"FALSE"	66.4393	17.41033	0
"Coll0176"	0	2018	"51"	"FALSE"	83.05903	18.09881	0
"Coll0176"	0	2018	"52"	"FALSE"	85.16694	18.04452	0
"Coll0177"	0	2018	"53"	"FALSE"	86.67351	17.94553	0
"Coll0177"	0	2018	"54"	"FALSE"	115.92829	17.89004	0
"Coll0178"	0	2018	"55"	"FALSE"	128.71523	17.07391	0
"Coll0178"	0	2018	"56"	"FALSE"	139.11861	16.74061	0
"Coll0179"	0	2018	"57"	"FALSE"	95.84813	20.31034	0
"Coll0179"	0	2018	"58"	"FALSE"	98.40203	19.09419	0
"Coll0180"	0	2018	"59"	"FALSE"	88.32881	20.11474	0
"Coll0180"	0	2018	"60"	"FALSE"	95.8674	20.88125	0
"Coll0181"	0	2018	"61"	"FALSE"	109.43266	19.92932	0
"Coll0181"	0	2018	"62"	"FALSE"	106.4836	20.54262	0
"Coll0182"	0	2018	"63"	"FALSE"	110.10181	21.39921	0
"Coll0182"	0	2018	"64"	"FALSE"	100.50436	20.89407	0
"Coll0183"	0	2018	"65"	"FALSE"	97.75109	19.59414	0
"Coll0183"	0	2018	"66"	"FALSE"	112.53782	19.77504	0
"Coll0184"	0	2018	"67"	"FALSE"	110.8326	16.10654	0
"Coll0184"	0	2018	"68"	"FALSE"	100.67057	18.11766	0
"Coll0185"	0	2018	"69"	"FALSE"	91.80198	20.10599	0
"Coll0185"	0	2018	"70"	"FALSE"	78.50707	20.06209	0
"Coll0186"	0	2018	"71"	"FALSE"	118.2391	20.76937	0
"Coll0186"	0	2018	"72"	"FALSE"	111.89605	18.8203	0
"Coll0187"	0	2018	"73"	"FALSE"	108.93638	18.04213	0
"Coll0187"	0	2018	"74"	"FALSE"	82.80279	18.81721	0
"Coll0188"	0	2018	"75"	"FALSE"	84.86311	17.6962	0
"Coll0188"	0	2018	"76"	"FALSE"	85.91526	16.9103	0
"Coll0189"	0	2018	"77"	"FALSE"	64.79014	20.42631	0
"Coll0189"	0	2018	"78"	"FALSE"	74.18911	20.45428	0
"Coll0190"	0	2018	"79"	"FALSE"	128.15733	19.50398	0
"Coll0190"	0	2018	"80"	"FALSE"	94.43249	17.90646	0
"Coll0191"	0	2018	"81"	"FALSE"	91.6009	19.95147	0
"Coll0191"	0	2018	"82"	"FALSE"	98.38429	19.66626	0
"Coll0192"	0	2018	"83"	"FALSE"	92.25827	22.33855	0
"Coll0192"	0	2018	"84"	"FALSE"	89.26146	20.96178	0
"Coll0193"	0	2018	"85"	"FALSE"	133.02843	21.18138	0
"Coll0193"	0	2018	"86"	"FALSE"	112.67147	21.18896	0
"Coll0194"	0	2018	"87"	"FALSE"	61.74751	18.0213	0
"Coll0194"	0	2018	"88"	"FALSE"	91.49936	17.28148	0
"Coll0195"	0	2018	"89"	"FALSE"	106.73184	20.64446	0
"Coll0195"	0	2018	"90"	"FALSE"	100.36372	20.83241	0
"Coll0196"	0	2018	"91"	"FALSE"	84.51603	19.24092	0
"Coll0196"	0	2018	"92"	"FALSE"	70.48861	19.38401	0
"Coll0197"	0	2018	"93"	"FALSE"	84.68942	19.02993	0
"Coll0197"	0	2018	"94"	"FALSE"	114.17623	19.07804	0
"Coll0198"	0	2018	"95"	"FALSE"	101.30463	19.57122	0
"Coll0198"	0	2018	"96"	"FALSE"	98.98863	18.51167	0
"Coll0199"	0	2018	"97"	"FALSE"	88.04667	20.64005	0
"Coll0199"	0	2018	"98"	"FALSE"	83.76822	21.42591	0
"Coll0200"	0	2018	"99"	"FALSE"	128.26407	17.16865	0
"Coll0200"	0	2018	"100"	"FALSE"	107.20769	18.64634	0
"Coll0201"	0	2018	"101"	"FALSE"	109.74693	20.6098	0
"Coll0201"	0	2018	"102"	"FALSE"	93.65723	20.9166	0
"Coll0202"	0	2018	"103"	"FALSE"	105.12221	19.96674	0
"Coll0202"	0	2018	"104"	"FALSE"	104.19315	19.54074	0
"Coll0203"	0	2018	"105"	"FALSE"	114.62186	20.04014	0
"Coll0203"	0	2018	"106"	"FALSE"	113.32491	18.7127	0
"Coll0204"	0	2018	"107"	"FALSE"	63.53605	20.44163	0
"Coll0204"	0	2018	"108"	"FALSE"	118.29254	20.10782	0
"Coll0205"	0	2018	"109"	"FALSE"	100.23201	18.40203	0
"Coll0205"	0	2018	"110"	"FALSE"	80.0934	16.69205	0
"Coll0206"	0	2018	"111"	"FALSE"	113.05301	20.56542	0
"Coll0206"	0	2018	"112"	"FALSE"	115.09591	20.97424	0
"Coll0207"	0	2018	"113"	"FALSE"	106.7565	21.47178	0
"Coll0207"	0	2018	"114"	"FALSE"	88.36362	20.10411	0
"Coll0208"	0	2018	"115"	"FALSE"	95.71768	18.65232	0
"Coll0208"	0	2018	"116"	"FALSE"	72.0389	18.39379	0
"Coll0209"	0	2018	"117"	"FALSE"	106.53463	19.26348	0
"Coll0209"	0	2018	"118"	"FALSE"	89.17056	21.34734	0
"Coll0210"	0	2018	"119"	"FALSE"	130.07497	18.0534	0
"Coll0210"	0	2018	"120"	"FALSE"	122.62221	18.83354	0
"Coll0211"	0	2018	"121"	"FALSE"	125.43935	19.47394	0
"Coll0211"	0	2018	"122"	"FALSE"	109.47425	20.316	0
"Coll0212"	0	2018	"123"	"FALSE"	63.72953	21.93518	0
"Coll0212"	0	2018	"124"	"FALSE"	62.99269	20.31475	0
"Coll0213"	0	2018	"125"	"FALSE"	75.38823	19.64936	0
"Coll0213"	0	2018	"126"	"FALSE"	105.43929	19.28879	0
"Coll0214"	0	2018	"127"	"FALSE"	78.37744	23.32943	0
"Coll0214"	0	2018	"128"	"FALSE"	61.78603	21.65325	0
"Coll0215"	0	2018	"129"	"FALSE"	120.2143	20.18329	0
"Coll0215"	0	2018	"130"	"FALSE"	132.57136	19.99826	0
"Coll0216"	0	2018	"131"	"FALSE"	117.07068	19.4847	0
"Coll0216"	0	2018	"132"	"FALSE"	74.45826	19.08372	0
"Coll0217"	0	2018	"133"	"FALSE"	133.24775	16.40775	0
"Coll0217"	0	2018	"134"	"FALSE"	102.34353	17.09974	0
"Coll0218"	0	2018	"135"	"FALSE"	103.01088	18.17778	0
"Coll0218"	0	2018	"136"	"FALSE"	105.07161	18.90267	0
"Coll0219"	0	2018	"137"	"FALSE"	132.72495	17.69276	0
"Coll0219"	0	2018	"138"	"FALSE"	130.65536	17.32304	0
"Coll0220"	0	2018	"139"	"FALSE"	138.5716	17.41812	0
"Coll0220"	0	2018	"140"	"FALSE"	108.23874	18.43216	0
"Coll0221"	0	2018	"141"	"FALSE"	95.96272	19.98115	0
"Coll0221"	0	2018	"142"	"FALSE"	102.6707	19.95936	0
"Coll0222"	0	2018	"143"	"FALSE"	114.94617	19.57592	0
"Coll0222"	0	2018	"144"	"FALSE"	122.94415	19.12593	0
"Coll0223"	0	2018	"145"	"FALSE"	70.49211	20.74047	0
"Coll0223"	0	2018	"146"	"FALSE"	69.40794	20.48921	0
"Coll0224"	0	2018	"147"	"FALSE"	94.39643	19.37876	0
"Coll0224"	0	2018	"148"	"FALSE"	78.2342	19.84113	0
"Coll0225"	0	2018	"149"	"FALSE"	108.49581	19.79479	0
"Coll0225"	0	2018	"150"	"FALSE"	103.48244	19.34823	0
"Coll0226"	0	2018	"151"	"FALSE"	88.05921	21.28666	0
"Coll0226"	0	2018	"152"	"FALSE"	105.47112	18.19437	0
"Coll0227"	0	2018	"153"	"FALSE"	128.69946	21.5966	0
"Coll0227"	0	2018	"154"	"FALSE"	128.94355	21.75902	0
"Coll0228"	0	2018	"155"	"FALSE"	102.89851	20.63147	0
"Coll0228"	0	2018	"156"	"FALSE"	103.4438	20.34454	0
"Coll0229"	0	2018	"157"	"FALSE"	101.31343	19.53301	0
"Coll0229"	0	2018	"158"	"FALSE"	93.14795	17.13337	0
"Coll0230"	0	2018	"159"	"FALSE"	110.73059	17.72863	0
"Coll0230"	0	2018	"160"	"FALSE"	90.24483	18.3212	0
"Coll0231"	0	2018	"161"	"FALSE"	59.96864	20.6337	0
"Coll0231"	0	2018	"162"	"FALSE"	59.44149	19.67793	0
"Coll0232"	0	2018	"163"	"FALSE"	123.68343	17.14308	0
"Coll0232"	0	2018	"164"	"FALSE"	118.99281	17.77402	0
"Coll0233"	0	2018	"165"	"FALSE"	88.48099	20.14012	0
"Coll0233"	0	2018	"166"	"FALSE"	88.0554	20.2083	0
"Coll0234"	0	2018	"167"	"FALSE"	121.67662	19.71764	0
"Coll0234"	0	2018	"168"	"FALSE"	116.95105	18.97534	0
"Coll0235"	0	2018	"169"	"FALSE"	108.52041	19.4033	0
"Coll0235"	0	2018	"170"	"FALSE"	122.12116	19.34946	0
"Coll0236"	0	2018	"171"	"FALSE"	96.31013	19.23085	0
"Coll0236"	0	2018	"172"	"FALSE"	110.87005	20.02797	0
"Coll0237"	0	2018	"173"	"FALSE"	77.31621	20.44707	0
